CASP    Decoy               GDT.TS  TMscore.C
CASP13  T0981TS368_2-D5     39.96   0.42
CASP13  T0981TS368_3-D5     39.96   0.42
CASP13  T0981TS354_4-D5     39.96   0.42
CASP13  T0981TS163_5-D5     39.96   0.42
CASP13  T0981TS426_4-D5     39.96   0.42
CASP13  T0981TS086_2-D5     39.96   0.42
CASP13  T0981TS086_3-D5     39.96   0.42
CASP13  T0981TS406_4-D5     39.96   0.42
CASP13  T0981TS055_5-D5     39.96   0.42
CASP13  T0981TS192_3-D5     39.96   0.42
CASP13  T0981TS044_1-D5     39.96   0.42
CASP13  T0981TS335_3-D5     39.76   0.41
CASP13  T0981TS457_3-D5     39.76   0.42
CASP13  T0981TS214_5-D5     39.76   0.42
CASP13  T0981TS441_3-D5     39.57   0.42
CASP13  T0981TS471_1-D5     39.57   0.42
CASP13  T0981TS197_1-D5     39.37   0.42
CASP13  T0981TS261_4-D5     39.37   0.42
CASP13  T0981TS309_1-D5     39.37   0.42
CASP13  T0981TS243_2-D5     39.37   0.42
CASP13  T0981TS335_2-D5     39.37   0.42
CASP13  T0981TS406_2-D5     39.37   0.42
CASP13  T0981TS214_2-D5     39.17   0.41
CASP13  T0981TS197_4-D5     39.17   0.41
CASP13  T0981TS004_1-D5     39.17   0.42
CASP13  T0981TS004_2-D5     39.17   0.41
CASP13  T0981TS441_1-D5     39.17   0.42
CASP13  T0981TS196_1-D5     38.98   0.42
CASP13  T0981TS274_3-D5     38.98   0.41
CASP13  T0981TS214_4-D5     38.98   0.41
CASP13  T0981TS274_1-D5     38.98   0.41
CASP13  T0981TS023_2-D5     38.98   0.42
CASP13  T0981TS135_3-D5     38.98   0.42
CASP13  T0981TS135_4-D5     38.78   0.41
CASP13  T0981TS023_5-D5     38.78   0.41
CASP13  T0981TS196_3-D5     38.78   0.41
CASP13  T0981TS196_4-D5     38.78   0.41
CASP13  T0981TS441_5-D5     38.78   0.41
CASP13  T0981TS135_5-D5     38.78   0.41
CASP13  T0981TS197_2-D5     38.78   0.41
CASP13  T0981TS243_5-D5     38.78   0.41
CASP13  T0981TS023_4-D5     38.78   0.41
CASP13  T0981TS246_1-D5     38.39   0.41
CASP13  T0981TS426_5-D5     38.19   0.42
CASP13  T0981TS145_4-D5     38.19   0.42
CASP13  T0981TS366_4-D5     37.99   0.41
CASP13  T0981TS058_2-D5     37.99   0.40
CASP13  T0981TS243_4-D5     37.99   0.40
CASP13  T0981TS164_1-D5     37.80   0.41
CASP13  T0981TS058_1-D5     37.80   0.40
CASP13  T0981TS068_1-D5     37.80   0.41
CASP13  T0981TS329_2-D5     37.80   0.40
CASP13  T0981TS329_3-D5     37.60   0.39
CASP13  T0981TS441_4-D5     37.60   0.40
CASP13  T0981TS023_3-D5     37.60   0.40
CASP13  T0981TS243_3-D5     37.60   0.40
CASP13  T0981TS309_3-D5     37.60   0.40
CASP13  T0981TS406_5-D5     37.60   0.40
CASP13  T0981TS160_1-D5     37.20   0.41
CASP13  T0981TS246_2-D5     37.01   0.39
CASP13  T0981TS117_1-D5     36.02   0.41
CASP13  T0981TS047_3-D5     35.83   0.38
CASP13  T0981TS329_1-D5     35.83   0.39
CASP13  T0981TS047_4-D5     35.63   0.38
CASP13  T0981TS047_2-D5     35.63   0.38
CASP13  T0981TS047_5-D5     35.63   0.38
CASP13  T0981TS047_1-D5     35.43   0.38
CASP13  T0981TS366_3-D5     35.24   0.38
CASP13  T0981TS058_4-D5     34.84   0.38
CASP13  T0981TS058_3-D5     34.84   0.38
CASP13  T0981TS058_5-D5     34.84   0.38
CASP13  T0981TS110_1-D5     34.45   0.37
CASP13  T0981TS110_4-D5     34.25   0.36
CASP13  T0981TS288_3-D5     34.05   0.37
CASP13  T0981TS110_2-D5     33.86   0.37
CASP13  T0981TS110_5-D5     33.86   0.36
CASP13  T0981TS110_3-D5     33.27   0.36
CASP13  T0981TS288_5-D5     31.50   0.36
CASP13  T0981TS288_1-D5     30.12   0.34
CASP13  T0981TS492_2-D5     30.12   0.35
CASP13  T0981TS351_3-D5     29.92   0.36
CASP13  T0981TS351_2-D5     29.92   0.36
CASP13  T0981TS351_5-D5     29.92   0.36
CASP13  T0981TS351_4-D5     29.92   0.36
CASP13  T0981TS351_1-D5     29.92   0.36
CASP13  T0981TS472_2-D5     29.72   0.32
CASP13  T0981TS492_4-D5     29.72   0.33
CASP13  T0981TS472_4-D5     29.72   0.32
CASP13  T0981TS472_1-D5     29.72   0.32
CASP13  T0981TS472_3-D5     29.72   0.32
CASP13  T0981TS492_5-D5     29.53   0.34
CASP13  T0981TS288_4-D5     29.33   0.34
CASP13  T0981TS288_2-D5     28.94   0.34
CASP13  T0981TS492_3-D5     28.94   0.33
CASP13  T0981TS397_1-D5     28.74   0.29
CASP13  T0981TS149_2-D5     28.35   0.32
CASP13  T0981TS124_2-D5     27.95   0.30
CASP13  T0981TS224_4-D5     27.95   0.30
CASP13  T0981TS492_1-D5     27.95   0.32
CASP13  T0981TS124_4-D5     27.56   0.29
CASP13  T0981TS044_2-D5     27.56   0.29
CASP13  T0981TS124_3-D5     27.36   0.32
CASP13  T0981TS149_1-D5     27.16   0.31
CASP13  T0981TS457_2-D5     26.97   0.30
CASP13  T0981TS381_4-D5     26.97   0.33
CASP13  T0981TS224_2-D5     25.79   0.29
CASP13  T0981TS426_1-D5     25.59   0.29
CASP13  T0981TS124_5-D5     25.20   0.27
CASP13  T0981TS446_2-D5     25.20   0.27
CASP13  T0981TS365_5-D5     25.00   0.27
CASP13  T0981TS112_4-D5     25.00   0.30
CASP13  T0981TS112_5-D5     25.00   0.28
CASP13  T0981TS365_4-D5     24.80   0.27
CASP13  T0981TS365_1-D5     24.80   0.27
CASP13  T0981TS498_5-D5     24.80   0.28
CASP13  T0981TS365_2-D5     24.80   0.27
CASP13  T0981TS365_3-D5     24.21   0.27
CASP13  T0981TS381_2-D5     24.02   0.30
CASP13  T0981TS149_4-D5     23.43   0.28
CASP13  T0981TS149_5-D5     23.03   0.26
CASP13  T0981TS279_1-D5     22.84   0.26
CASP13  T0981TS279_5-D5     22.84   0.26
CASP13  T0981TS124_1-D5     22.24   0.25
CASP13  T0981TS279_3-D5     21.65   0.25
CASP13  T0981TS381_1-D5     21.46   0.28
CASP13  T0981TS112_1-D5     20.87   0.22
CASP13  T0981TS279_2-D5     20.67   0.25
CASP13  T0981TS122_1-D5     20.28   0.24
CASP13  T0981TS244_3-D5     20.08   0.25
CASP13  T0981TS279_4-D5     20.08   0.20
CASP13  T0981TS282_1-D5     20.08   0.25
CASP13  T0981TS071_5-D5     20.08   0.25
CASP13  T0981TS241_4-D5     19.68   0.22
CASP13  T0981TS112_2-D5     19.68   0.23
CASP13  T0981TS086_4-D5     19.68   0.22
CASP13  T0981TS446_1-D5     19.68   0.22
CASP13  T0981TS368_4-D5     19.68   0.22
CASP13  T0981TS112_3-D5     19.49   0.23
CASP13  T0981TS381_3-D5     19.49   0.22
CASP13  T0981TS418_2-D5     19.09   0.23
CASP13  T0981TS071_2-D5     19.09   0.23
CASP13  T0981TS337_4-D5     19.09   0.23
CASP13  T0981TS149_3-D5     18.90   0.22
CASP13  T0981TS282_2-D5     18.31   0.23
CASP13  T0981TS164_2-D5     18.11   0.21
CASP13  T0981TS160_3-D5     18.11   0.21
CASP13  T0981TS086_5-D5     17.91   0.21
CASP13  T0981TS368_5-D5     17.91   0.21
CASP13  T0981TS282_3-D5     17.91   0.23
CASP13  T0981TS282_5-D5     17.91   0.20
CASP13  T0981TS488_2-D5     17.72   0.20
CASP13  T0981TS446_5-D5     17.72   0.20
CASP13  T0981TS488_5-D5     17.32   0.20
CASP13  T0981TS241_5-D5     17.32   0.20
CASP13  T0981TS488_3-D5     16.93   0.19
CASP13  T0981TS312_3-D5     16.93   0.19
CASP13  T0981TS488_1-D5     16.93   0.20
CASP13  T0981TS160_2-D5     16.93   0.20
CASP13  T0981TS244_2-D5     16.93   0.20
CASP13  T0981TS241_1-D5     16.93   0.20
CASP13  T0981TS407_1-D5     16.93   0.20
CASP13  T0981TS337_2-D5     16.73   0.20
CASP13  T0981TS152_2-D5     16.73   0.19
CASP13  T0981TS152_4-D5     16.14   0.19
CASP13  T0981TS407_4-D5     15.95   0.20
CASP13  T0981TS041_1-D5     15.95   0.18
CASP13  T0981TS041_4-D5     15.95   0.19
CASP13  T0981TS246_3-D5     15.55   0.19
CASP13  T0981TS071_4-D5     15.55   0.20
CASP13  T0981TS309_2-D5     15.55   0.20
CASP13  T0981TS406_1-D5     15.55   0.20
CASP13  T0981TS348_5-D5     15.55   0.19
CASP13  T0981TS337_3-D5     15.55   0.20
CASP13  T0981TS418_3-D5     15.55   0.20
CASP13  T0981TS246_5-D5     15.55   0.19
CASP13  T0981TS246_4-D5     15.55   0.19
CASP13  T0981TS152_1-D5     15.16   0.18
CASP13  T0981TS282_4-D5     15.16   0.19
CASP13  T0981TS152_3-D5     14.76   0.18
CASP13  T0981TS432_4-D5     14.57   0.18
CASP13  T0981TS041_5-D5     14.37   0.18
CASP13  T0981TS164_3-D5     14.37   0.17
CASP13  T0981TS244_5-D5     14.37   0.17
CASP13  T0981TS418_4-D5     14.17   0.17
CASP13  T0981TS071_3-D5     14.17   0.17
CASP13  T0981TS488_4-D5     14.17   0.17
CASP13  T0981TS244_4-D5     14.17   0.17
CASP13  T0981TS358_5-D5     14.17   0.19
CASP13  T0981TS348_2-D5     14.17   0.18
CASP13  T0981TS358_4-D5     14.17   0.18
CASP13  T0981TS407_5-D5     14.17   0.18
CASP13  T0981TS085_2-D5     13.98   0.18
CASP13  T0981TS348_3-D5     13.98   0.18
CASP13  T0981TS164_4-D5     13.98   0.18
CASP13  T0981TS358_3-D5     13.98   0.19
CASP13  T0981TS358_1-D5     13.78   0.19
CASP13  T0981TS358_2-D5     13.78   0.18
CASP13  T0981TS348_4-D5     13.78   0.17
CASP13  T0981TS152_5-D5     13.78   0.16
CASP13  T0981TS378_2-D5     13.78   0.14
CASP13  T0981TS041_2-D5     13.58   0.15
CASP13  T0981TS348_1-D5     13.58   0.17
CASP13  T0981TS007_1-D5     13.39   0.16
CASP13  T0981TS458_3-D5     13.39   0.14
CASP13  T0981TS007_3-D5     13.39   0.15
CASP13  T0981TS116_5-D5     13.19   0.18
CASP13  T0981TS085_4-D5     12.99   0.16
CASP13  T0981TS085_1-D5     12.99   0.16
CASP13  T0981TS312_2-D5     12.99   0.15
CASP13  T0981TS041_3-D5     12.99   0.13
CASP13  T0981TS257_5-D5     12.79   0.12
CASP13  T0981TS378_1-D5     12.79   0.14
CASP13  T0981TS407_2-D5     12.79   0.15
CASP13  T0981TS257_4-D5     12.60   0.13
CASP13  T0981TS085_5-D5     12.60   0.15
CASP13  T0981TS164_5-D5     12.60   0.12
CASP13  T0981TS497_1-D5     12.21   0.12
CASP13  T0981TS337_1-D5     12.21   0.15
CASP13  T0981TS257_2-D5     12.21   0.12
CASP13  T0981TS458_5-D5     12.21   0.12
CASP13  T0981TS407_3-D5     12.21   0.16
CASP13  T0981TS472_5-D5     12.01   0.13
CASP13  T0981TS497_5-D5     12.01   0.12
CASP13  T0981TS378_3-D5     12.01   0.12
CASP13  T0981TS497_2-D5     12.01   0.12
CASP13  T0981TS257_1-D5     12.01   0.11
CASP13  T0981TS007_5-D5     12.01   0.14
CASP13  T0981TS458_4-D5     12.01   0.12
CASP13  T0981TS497_4-D5     11.81   0.12
CASP13  T0981TS432_2-D5     11.61   0.11
CASP13  T0981TS402_4-D5     11.61   0.12
CASP13  T0981TS257_3-D5     11.61   0.12
CASP13  T0981TS402_1-D5     11.61   0.12
CASP13  T0981TS085_3-D5     11.61   0.15
CASP13  T0981TS402_5-D5     11.61   0.12
CASP13  T0981TS458_2-D5     11.61   0.12
CASP13  T0981TS418_5-D5     11.61   0.15
CASP13  T0981TS402_2-D5     11.42   0.12
CASP13  T0981TS402_3-D5     11.42   0.12
CASP13  T0981TS497_3-D5     11.22   0.11
CASP13  T0981TS432_5-D5     11.22   0.12
CASP13  T0981TS378_4-D5     11.22   0.12
CASP13  T0981TS312_1-D5     11.22   0.12
CASP13  T0981TS007_4-D5     11.02   0.12
CASP13  T0981TS458_1-D5     10.83   0.11
CASP13  T0981TS432_3-D5     10.83   0.11
CASP13  T0981TS378_5-D5     10.83   0.11
CASP13  T0981TS007_2-D5     10.83   0.11
CASP13  T0981TS312_5-D5     8.86    0.10
CASP13  T0981TS312_4-D5     8.46    0.10
CASP13  T0981TS116_1        20.39   0.33
CASP13  T0981TS163_4        20.18   0.33
CASP13  T0981TS089_3        19.98   0.34
CASP13  T0981TS044_4        19.77   0.32
CASP13  T0981TS261_2        19.77   0.32
CASP13  T0981TS196_5        19.77   0.32
CASP13  T0981TS135_2        19.77   0.32
CASP13  T0981TS309_4        19.77   0.32
CASP13  T0981TS354_2        19.77   0.32
CASP13  T0981TS055_3        19.77   0.32
CASP13  T0981TS460_4        19.73   0.32
CASP13  T0981TS116_2        19.73   0.32
CASP13  T0981TS460_3        19.73   0.32
CASP13  T0981TS344_4        19.69   0.32
CASP13  T0981TS460_5        19.69   0.32
CASP13  T0981TS163_3        19.69   0.32
CASP13  T0981TS460_1        19.56   0.32
CASP13  T0981TS460_2        19.52   0.32
CASP13  T0981TS390_3        19.48   0.32
CASP13  T0981TS322_4        19.40   0.34
CASP13  T0981TS426_2        19.36   0.31
CASP13  T0981TS446_4        19.36   0.31
CASP13  T0981TS261_1        19.36   0.31
CASP13  T0981TS192_2        19.36   0.31
CASP13  T0981TS390_4        19.36   0.32
CASP13  T0981TS055_4        19.36   0.31
CASP13  T0981TS354_3        19.36   0.31
CASP13  T0981TS457_4        19.32   0.32
CASP13  T0981TS344_3        19.32   0.31
CASP13  T0981TS426_3        19.23   0.31
CASP13  T0981TS322_1        19.19   0.31
CASP13  T0981TS044_5        19.03   0.32
CASP13  T0981TS145_3        19.03   0.32
CASP13  T0981TS457_5        18.99   0.33
CASP13  T0981TS145_5        18.86   0.31
CASP13  T0981TS344_5        18.82   0.32
CASP13  T0981TS145_1        18.74   0.32
CASP13  T0981TS145_2        18.62   0.31
CASP13  T0981TS192_5        18.62   0.31
CASP13  T0981TS043_1        18.53   0.29
CASP13  T0981TS366_2        18.41   0.28
CASP13  T0981TS043_3        18.37   0.28
CASP13  T0981TS208_5        18.29   0.35
CASP13  T0981TS116_3        18.25   0.34
CASP13  T0981TS281_1        18.08   0.29
CASP13  T0981TS322_5        17.92   0.31
CASP13  T0981TS366_1        17.92   0.28
CASP13  T0981TS432_1        17.92   0.28
CASP13  T0981TS116_4        17.83   0.32
CASP13  T0981TS043_2        17.79   0.29
CASP13  T0981TS068_3        17.79   0.29
CASP13  T0981TS208_3        17.79   0.31
CASP13  T0981TS208_2        17.75   0.32
CASP13  T0981TS261_3        17.75   0.30
CASP13  T0981TS163_2        17.67   0.30
CASP13  T0981TS156_5        17.67   0.28
CASP13  T0981TS163_1        17.67   0.30
CASP13  T0981TS214_3        17.63   0.29
CASP13  T0981TS068_4        17.59   0.29
CASP13  T0981TS043_4        17.55   0.28
CASP13  T0981TS324_3        17.55   0.29
CASP13  T0981TS470_1        17.55   0.29
CASP13  T0981TS156_4        17.55   0.28
CASP13  T0981TS068_5        17.50   0.29
CASP13  T0981TS324_1        17.46   0.31
CASP13  T0981TS322_3        17.46   0.32
CASP13  T0981TS156_2        17.42   0.27
CASP13  T0981TS221_1        17.42   0.29
CASP13  T0981TS043_5        17.42   0.27
CASP13  T0981TS324_5        17.34   0.33
CASP13  T0981TS274_4        17.30   0.30
CASP13  T0981TS390_5        17.26   0.31
CASP13  T0981TS322_2        17.26   0.34
CASP13  T0981TS208_4        17.26   0.31
CASP13  T0981TS261_5        17.26   0.31
CASP13  T0981TS068_2        17.22   0.29
CASP13  T0981TS221_2        17.22   0.32
CASP13  T0981TS244_1        17.13   0.31
CASP13  T0981TS214_4        17.13   0.29
CASP13  T0981TS089_5        17.13   0.30
CASP13  T0981TS418_1        17.13   0.31
CASP13  T0981TS089_1        17.13   0.30
CASP13  T0981TS324_2        17.13   0.31
CASP13  T0981TS071_1        17.13   0.31
CASP13  T0981TS156_3        17.09   0.27
CASP13  T0981TS221_4        17.09   0.29
CASP13  T0981TS208_1        17.05   0.30
CASP13  T0981TS261_4        17.01   0.30
CASP13  T0981TS197_1        17.01   0.30
CASP13  T0981TS156_1        17.01   0.27
CASP13  T0981TS446_3        17.01   0.27
CASP13  T0981TS222_2        16.97   0.27
CASP13  T0981TS221_5        16.97   0.28
CASP13  T0981TS224_1        16.93   0.34
CASP13  T0981TS222_3        16.93   0.27
CASP13  T0981TS329_3        16.93   0.30
CASP13  T0981TS344_2        16.93   0.26
CASP13  T0981TS324_4        16.93   0.27
CASP13  T0981TS145_4        16.93   0.29
CASP13  T0981TS426_5        16.93   0.29
CASP13  T0981TS344_1        16.89   0.26
CASP13  T0981TS222_4        16.84   0.27
CASP13  T0981TS221_3        16.84   0.29
CASP13  T0981TS192_4        16.84   0.29
CASP13  T0981TS471_1        16.76   0.25
CASP13  T0981TS335_4        16.72   0.24
CASP13  T0981TS058_2        16.68   0.29
CASP13  T0981TS197_4        16.68   0.27
CASP13  T0981TS160_1        16.68   0.31
CASP13  T0981TS335_5        16.68   0.24
CASP13  T0981TS329_2        16.64   0.30
CASP13  T0981TS222_5        16.60   0.27
CASP13  T0981TS243_5        16.56   0.29
CASP13  T0981TS214_5        16.52   0.27
CASP13  T0981TS197_2        16.52   0.26
CASP13  T0981TS197_5        16.47   0.27
CASP13  T0981TS354_5        16.43   0.31
CASP13  T0981TS089_2        16.35   0.27
CASP13  T0981TS274_2        16.35   0.28
CASP13  T0981TS164_1        16.23   0.28
CASP13  T0981TS117_1        16.23   0.30
CASP13  T0981TS086_3        16.14   0.27
CASP13  T0981TS426_4        16.14   0.27
CASP13  T0981TS354_4        16.14   0.27
CASP13  T0981TS055_5        16.14   0.27
CASP13  T0981TS192_3        16.14   0.27
CASP13  T0981TS368_3        16.14   0.27
CASP13  T0981TS197_3        16.14   0.27
CASP13  T0981TS196_2        16.06   0.26
CASP13  T0981TS086_1        16.06   0.26
CASP13  T0981TS368_1        16.06   0.26
CASP13  T0981TS044_3        16.06   0.26
CASP13  T0981TS055_2        16.06   0.26
CASP13  T0981TS406_3        16.06   0.26
CASP13  T0981TS274_5        16.06   0.27
CASP13  T0981TS241_3        16.06   0.26
CASP13  T0981TS135_1        16.06   0.26
CASP13  T0981TS163_5        16.02   0.26
CASP13  T0981TS390_2        15.98   0.26
CASP13  T0981TS457_1        15.98   0.26
CASP13  T0981TS457_3        15.98   0.26
CASP13  T0981TS224_5        15.98   0.29
CASP13  T0981TS243_4        15.94   0.30
CASP13  T0981TS222_1        15.90   0.27
CASP13  T0981TS390_1        15.81   0.26
CASP13  T0981TS058_1        15.69   0.27
CASP13  T0981TS470_2        15.65   0.27
CASP13  T0981TS266_1        15.65   0.26
CASP13  T0981TS470_5        15.61   0.27
CASP13  T0981TS470_3        15.61   0.27
CASP13  T0981TS470_4        15.61   0.27
CASP13  T0981TS058_3        15.61   0.26
CASP13  T0981TS335_3        15.61   0.24
CASP13  T0981TS004_2        15.49   0.24
CASP13  T0981TS309_1        15.45   0.26
CASP13  T0981TS243_2        15.45   0.26
CASP13  T0981TS406_2        15.45   0.26
CASP13  T0981TS004_1        15.40   0.24
CASP13  T0981TS023_5        15.36   0.24
CASP13  T0981TS196_3        15.36   0.24
CASP13  T0981TS274_3        15.36   0.27
CASP13  T0981TS135_4        15.36   0.24
CASP13  T0981TS354_1        15.32   0.26
CASP13  T0981TS023_4        15.32   0.25
CASP13  T0981TS196_4        15.32   0.25
CASP13  T0981TS135_5        15.32   0.25
CASP13  T0981TS089_4        15.28   0.24
CASP13  T0981TS192_1        15.28   0.26
CASP13  T0981TS377_4        15.24   0.26
CASP13  T0981TS406_4        15.20   0.25
CASP13  T0981TS044_1        15.20   0.25
CASP13  T0981TS086_2        15.20   0.25
CASP13  T0981TS241_2        15.20   0.25
CASP13  T0981TS368_2        15.20   0.25
CASP13  T0981TS055_1        15.20   0.25
CASP13  T0981TS309_3        15.07   0.25
CASP13  T0981TS243_3        15.07   0.25
CASP13  T0981TS406_5        15.07   0.25
CASP13  T0981TS224_3        15.03   0.29
CASP13  T0981TS281_3        15.03   0.27
CASP13  T0981TS112_1        15.03   0.24
CASP13  T0981TS023_3        14.99   0.25
CASP13  T0981TS047_5        14.91   0.22
CASP13  T0981TS058_5        14.91   0.25
CASP13  T0981TS196_1        14.87   0.24
CASP13  T0981TS023_2        14.87   0.24
CASP13  T0981TS135_3        14.87   0.24
CASP13  T0981TS047_1        14.79   0.22
CASP13  T0981TS047_4        14.79   0.22
CASP13  T0981TS047_2        14.79   0.22
CASP13  T0981TS068_1        14.79   0.25
CASP13  T0981TS047_3        14.74   0.22
CASP13  T0981TS366_4        14.70   0.23
CASP13  T0981TS214_2        14.62   0.26
CASP13  T0981TS110_3        14.62   0.23
CASP13  T0981TS274_1        14.62   0.28
CASP13  T0981TS110_1        14.58   0.23
CASP13  T0981TS112_3        14.58   0.25
CASP13  T0981TS335_1        14.58   0.23
CASP13  T0981TS243_1        14.54   0.23
CASP13  T0981TS023_1        14.41   0.23
CASP13  T0981TS377_1        14.41   0.24
CASP13  T0981TS377_2        14.41   0.24
CASP13  T0981TS112_2        14.33   0.25
CASP13  T0981TS164_5        14.33   0.23
CASP13  T0981TS329_1        14.29   0.27
CASP13  T0981TS281_2        14.29   0.26
CASP13  T0981TS110_2        14.13   0.23
CASP13  T0981TS214_1        14.09   0.27
CASP13  T0981TS110_5        13.96   0.23
CASP13  T0981TS058_4        13.96   0.30
CASP13  T0981TS402_2        13.92   0.23
CASP13  T0981TS402_4        13.84   0.22
CASP13  T0981TS402_5        13.84   0.22
CASP13  T0981TS402_1        13.80   0.23
CASP13  T0981TS402_3        13.76   0.22
CASP13  T0981TS498_3        13.71   0.26
CASP13  T0981TS498_1        13.67   0.25
CASP13  T0981TS498_2        13.59   0.25
CASP13  T0981TS110_4        13.59   0.23
CASP13  T0981TS224_4        13.51   0.23
CASP13  T0981TS377_5        13.51   0.23
CASP13  T0981TS309_5        13.34   0.26
CASP13  T0981TS498_4        13.34   0.26
CASP13  T0981TS498_5        13.30   0.24
CASP13  T0981TS246_1        13.14   0.22
CASP13  T0981TS377_3        12.81   0.23
CASP13  T0981TS365_3        12.69   0.24
CASP13  T0981TS246_2        12.60   0.23
CASP13  T0981TS365_2        12.48   0.23
CASP13  T0981TS472_3        12.44   0.21
CASP13  T0981TS472_2        12.44   0.21
CASP13  T0981TS472_1        12.44   0.21
CASP13  T0981TS472_4        12.44   0.21
CASP13  T0981TS492_3        12.36   0.23
CASP13  T0981TS335_2        12.27   0.20
CASP13  T0981TS365_5        12.11   0.21
CASP13  T0981TS441_2        12.11   0.21
CASP13  T0981TS441_5        12.07   0.24
CASP13  T0981TS441_4        11.98   0.24
CASP13  T0981TS446_2        11.86   0.24
CASP13  T0981TS124_5        11.86   0.24
CASP13  T0981TS224_2        11.74   0.24
CASP13  T0981TS365_4        11.74   0.25
CASP13  T0981TS492_2        11.66   0.24
CASP13  T0981TS365_1        11.57   0.22
CASP13  T0981TS457_2        11.49   0.23
CASP13  T0981TS337_5        11.37   0.20
CASP13  T0981TS124_1        11.37   0.21
CASP13  T0981TS288_1        11.29   0.24
CASP13  T0981TS426_1        11.24   0.23
CASP13  T0981TS044_2        11.16   0.23
CASP13  T0981TS124_3        11.16   0.20
CASP13  T0981TS124_4        11.16   0.23
CASP13  T0981TS492_1        11.08   0.23
CASP13  T0981TS288_5        11.08   0.23
CASP13  T0981TS441_1        10.91   0.18
CASP13  T0981TS492_5        10.87   0.23
CASP13  T0981TS288_3        10.87   0.22
CASP13  T0981TS124_2        10.83   0.21
CASP13  T0981TS441_3        10.79   0.18
CASP13  T0981TS112_5        10.79   0.23
CASP13  T0981TS112_4        10.71   0.22
CASP13  T0981TS288_4        10.63   0.23
CASP13  T0981TS492_4        10.34   0.21
CASP13  T0981TS288_2        10.21   0.20
CASP13  T0981TS122_1        8.94    0.24
CASP13  T0981TS432_2        8.65    0.15
CASP13  T0981TS432_3        8.65    0.15
CASP13  T0981TS152_5        8.24    0.21
CASP13  T0981TS351_5        8.07    0.19
CASP13  T0981TS351_2        8.07    0.19
CASP13  T0981TS351_1        8.07    0.19
CASP13  T0981TS351_3        8.07    0.19
CASP13  T0981TS351_4        8.07    0.19
CASP13  T0981TS149_5        7.74    0.18
CASP13  T0981TS397_1        7.54    0.12
CASP13  T0981TS312_5        6.71    0.18
CASP13  T0981TS279_1        6.47    0.16
CASP13  T0981TS149_2        6.42    0.16
CASP13  T0981TS149_4        6.38    0.16
CASP13  T0981TS149_1        6.34    0.13
CASP13  T0981TS152_3        6.26    0.18
CASP13  T0981TS497_5        5.97    0.18
CASP13  T0981TS381_4        5.97    0.18
CASP13  T0981TS246_4        5.72    0.16
CASP13  T0981TS246_5        5.72    0.16
CASP13  T0981TS246_3        5.72    0.16
CASP13  T0981TS497_2        5.72    0.16
CASP13  T0981TS279_2        5.68    0.14
CASP13  T0981TS279_3        5.56    0.15
CASP13  T0981TS312_4        5.48    0.18
CASP13  T0981TS086_4        5.39    0.17
CASP13  T0981TS241_4        5.39    0.17
CASP13  T0981TS446_1        5.39    0.17
CASP13  T0981TS368_4        5.39    0.17
CASP13  T0981TS312_1        5.15    0.17
CASP13  T0981TS279_4        5.11    0.14
CASP13  T0981TS312_2        5.07    0.14
CASP13  T0981TS312_3        5.07    0.16
CASP13  T0981TS381_2        5.07    0.14
CASP13  T0981TS337_4        5.03    0.16
CASP13  T0981TS071_2        5.03    0.16
CASP13  T0981TS418_2        5.03    0.16
CASP13  T0981TS488_2        4.98    0.15
CASP13  T0981TS446_5        4.98    0.15
CASP13  T0981TS488_5        4.98    0.14
CASP13  T0981TS241_5        4.98    0.14
CASP13  T0981TS164_4        4.94    0.14
CASP13  T0981TS488_3        4.94    0.14
CASP13  T0981TS279_5        4.90    0.12
CASP13  T0981TS381_1        4.90    0.16
CASP13  T0981TS381_3        4.90    0.13
CASP13  T0981TS116_5        4.82    0.18
CASP13  T0981TS152_4        4.82    0.15
CASP13  T0981TS149_3        4.82    0.13
CASP13  T0981TS241_1        4.78    0.14
CASP13  T0981TS497_4        4.78    0.16
CASP13  T0981TS488_1        4.78    0.14
CASP13  T0981TS497_1        4.74    0.16
CASP13  T0981TS152_1        4.74    0.14
CASP13  T0981TS152_2        4.70    0.14
CASP13  T0981TS497_3        4.65    0.17
CASP13  T0981TS348_4        4.57    0.18
CASP13  T0981TS244_5        4.57    0.13
CASP13  T0981TS164_3        4.57    0.13
CASP13  T0981TS368_5        4.53    0.15
CASP13  T0981TS086_5        4.53    0.15
CASP13  T0981TS164_2        4.45    0.15
CASP13  T0981TS348_5        4.45    0.22
CASP13  T0981TS348_2        4.41    0.18
CASP13  T0981TS348_3        4.41    0.18
CASP13  T0981TS348_1        4.37    0.18
CASP13  T0981TS160_2        4.37    0.16
CASP13  T0981TS358_1        4.33    0.18
CASP13  T0981TS244_3        4.24    0.14
CASP13  T0981TS071_5        4.24    0.14
CASP13  T0981TS282_1        4.24    0.14
CASP13  T0981TS282_5        4.16    0.10
CASP13  T0981TS244_2        4.12    0.11
CASP13  T0981TS282_3        4.12    0.13
CASP13  T0981TS282_4        4.12    0.15
CASP13  T0981TS358_2        4.12    0.18
CASP13  T0981TS407_1        4.12    0.11
CASP13  T0981TS337_2        4.08    0.14
CASP13  T0981TS085_2        4.04    0.17
CASP13  T0981TS160_3        4.04    0.12
CASP13  T0981TS458_5        4.04    0.10
CASP13  T0981TS418_3        3.95    0.15
CASP13  T0981TS406_1        3.95    0.15
CASP13  T0981TS337_3        3.95    0.15
